Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Total Expenses
920,40940,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,90,140,40,230,92,541,128,83,15,220,113
414,40940,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,100,60,180,77,423,103,25,50,180,53
920,40940,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,80,50,120,56,382,81,17,41,137,40
414,40940,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,65,513,90,58,3,155,87
715,40940,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,70,50,120,48,617,62,15,35,110,27
414,40940,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,70,957,84,21,42,154,42
715,40940,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,100,80,150,65,372,109,20,66,174,43
262,40940,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,47,772,68,13,43,115,25
475,40940,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,80,60,130,50,814,73,14,48,123,25
475,40940,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,50,40,70,27,772,39,7,21,66,18
203,40940,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,70,40,120,55,305,75,18,29,130,46
860,40940,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,60,90,20,150,65,513,90,58,3,155,87
959,40940,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,120,180,130,300,130,945,195,42,121,325,74
475,40940,East,Small Market,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,60,90,50,150,86,484,107,32,41,193,66
860,40940,East,Small Market,Mint,Leaves,Herbal Tea,Connecticut,Decaf,50,70,50,120,75,956,90,23,46,165,44
786,40940,East,Major Market,Darjeeling,Leaves,Tea,Florida,Regular,30,50,40,80,32,817,48,8,28,80,20
727,40940,East,Major Market,Green Tea,Leaves,Tea,Florida,Regular,40,80,60,120,47,772,68,13,44,115,24
407,40940,East,Major Market,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,100,60,170,77,423,103,25,51,180,52
305,40940,East,Major Market,Caffe Mocha,Beans,Espresso,Florida,Regular,80,130,40,210,92,541,128,83,16,220,112
305,40940,East,Major Market,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,80,110,70,190,86,490,120,26,71,206,49
754,40940,East,Major Market,Colombian,Beans,Coffee,Florida,Regular,70,120,80,190,80,640,120,26,63,200,57
754,40940,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,50,30,80,48,617,62,15,34,110,28
727,40940,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,50,20,90,53,306,65,20,12,118,53
850,40940,East,Major Market,Mint,Leaves,Herbal Tea,Florida,Decaf,50,70,50,120,70,957,84,21,42,154,42
978,40940,East,Major Market,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,50,40,80,32,817,48,8,28,80,20
978,40940,East,Major Market,Green Tea,Leaves,Tea,Massachusetts,Regular,20,40,30,60,22,452,34,6,17,56,17
508,40940,East,Major Market,Regular Espresso,Beans,Espresso,Massachusetts,Regular,160,170,110,330,170,1073,170,47,99,340,71
508,40940,East,Major Market,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,50,70,10,120,54,451,74,49,-4,128,78
774,40940,East,Major Market,Colombian,Beans,Coffee,Massachusetts,Regular,70,370,330,440,75,235,395,24,340,470,55
781,40940,East,Major Market,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,60,30,100,59,331,73,22,18,132,55
603,40940,East,Small Market,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,30,20,40,18,818,27,5,11,45,16
603,40940,East,Small Market,Green Tea,Leaves,Tea,New Hampshire,Regular,0,40,30,40,0,774,43,0,32,43,11
603,40940,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,20,40,0,60,30,165,38,11,-6,68,44
603,40940,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,60,10,100,43,256,61,39,-7,104,68
603,40940,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,30,60,40,90,41,236,60,13,25,101,35
603,40940,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,40,60,30,100,45,366,69,14,23,114,46
603,40940,East,Small Market,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,30,0,50,33,193,41,12,-4,74,45
631,40940,East,Major Market,Darjeeling,Leaves,Tea,New York,Regular,100,150,120,250,95,809,137,26,100,232,37
518,40940,East,Major Market,Earl Grey,Leaves,Tea,New York,Regular,100,160,130,260,99,766,144,27,105,243,39
845,40940,East,Major Market,Green Tea,Leaves,Tea,New York,Regular,80,120,90,200,77,449,112,21,79,189,33
585,40940,East,Major Market,Regular Espresso,Beans,Espresso,New York,Regular,210,350,280,560,228,1402,352,63,264,580,88
585,40940,East,Major Market,Caffe Mocha,Beans,Espresso,New York,Regular,110,-60,-190,50,121,901,-60,110,-203,61,143
917,40940,East,Major Market,Colombian,Beans,Coffee,New York,Regular,240,370,250,610,258,2067,387,90,245,645,142
518,40940,East,Major Market,Lemon,Leaves,Herbal Tea,New York,Decaf,180,200,110,380,240,1454,255,91,131,495,124
607,40940,East,Major Market,Mint,Leaves,Herbal Tea,New York,Decaf,160,-20,-80,140,213,1214,-33,66,-120,180,87
504,40940,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,50,90,70,140,65,372,109,20,65,174,44
985,40940,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,40,70,50,110,56,382,81,17,41,137,40
337,40940,South,Small Market,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,40,60,40,100,49,617,63,16,35,112,28
225,40940,South,Small Market,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,80,100,40,180,86,484,107,32,42,193,65
318,40940,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,50,80,10,130,65,342,90,58,2,155,88
337,40940,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,40,70,60,110,38,772,56,10,34,94,22
504,40940,South,Small Market,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,50,90,70,140,47,772,68,13,44,115,24
505,40940,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,50,0,80,43,256,61,39,-7,104,68
505,40940,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,40,10,70,35,191,47,11,8,82,39
505,40940,South,Small Market,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,20,40,18,818,27,5,10,45,17
505,40940,South,Small Market,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,40,20,60,28,961,35,8,5,63,30
505,40940,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,20,30,0,50,30,104,38,11,-7,68,45
505,40940,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,50,90,50,140,45,366,69,14,24,114,45
505,40940,South,Small Market,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,100,20,-20,120,84,625,18,26,-31,102,49
405,40940,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,70,100,70,170,86,300,120,26,70,206,50
918,40940,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,30,30,40,22,452,34,6,17,56,17
405,40940,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,110,70,170,80,640,120,26,63,200,57
918,40940,South,Small Market,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,50,60,20,110,53,306,65,20,11,118,54
405,40940,South,Small Market,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,130,40,210,92,541,128,83,15,220,113
918,40940,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,44,618,56,14,29,100,27
405,40940,South,Small Market,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,40,60,50,100,32,817,48,8,29,80,19
512,40940,South,Major Market,Caffe Latte,Beans,Espresso,Texas,Regular,60,100,60,160,75,378,114,24,58,189,56
903,40940,South,Major Market,Caffe Mocha,Beans,Espresso,Texas,Regular,80,120,100,200,99,766,144,27,106,243,38
956,40940,South,Major Market,Decaf Espresso,Beans,Espresso,Texas,Decaf,60,100,90,160,77,449,112,21,80,189,32
214,40940,South,Major Market,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,80,50,130,60,329,80,19,33,140,47
432,40940,South,Major Market,Lemon,Leaves,Herbal Tea,Texas,Decaf,40,80,50,120,52,357,76,16,38,128,38
972,40940,South,Major Market,Colombian,Beans,Coffee,Texas,Regular,260,320,240,580,213,942,252,66,164,465,88
432,40940,South,Major Market,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,130,100,230,83,613,107,27,68,190,39
435,40940,West,Small Market,Caffe Latte,Beans,Espresso,Utah,Regular,40,50,30,90,42,771,61,11,38,103,23
801,40940,West,Small Market,Caffe Mocha,Beans,Espresso,Utah,Regular,40,60,40,100,49,617,63,16,35,112,28
435,40940,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,70,50,110,50,814,73,14,48,123,25
435,40940,West,Small Market,Chamomile,Leaves,Herbal Tea,Utah,Decaf,30,50,30,80,41,236,60,13,24,101,36
435,40940,West,Small Market,Lemon,Leaves,Herbal Tea,Utah,Decaf,30,70,40,100,45,366,69,14,24,114,45
435,40940,West,Small Market,Mint,Leaves,Herbal Tea,Utah,Decaf,70,10,-30,80,84,625,18,26,-31,102,49
435,40940,West,Small Market,Darjeeling,Leaves,Tea,Utah,Regular,20,50,10,70,43,256,61,39,-7,104,68
435,40940,West,Small Market,Earl Grey,Leaves,Tea,Utah,Regular,20,30,10,50,35,191,47,11,9,82,38
435,40940,West,Small Market,Green Tea,Leaves,Tea,Utah,Regular,10,30,10,40,30,165,38,11,-6,68,44
435,40940,West,Small Market,Amaretto,Beans,Coffee,Utah,Regular,90,110,70,200,75,956,90,23,46,165,44
435,40940,West,Small Market,Colombian,Beans,Coffee,Utah,Regular,60,100,70,160,55,305,75,18,30,130,45
435,40940,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,100,140,80,240,86,484,107,32,41,193,66
831,40940,West,Major Market,Caffe Latte,Beans,Espresso,California,Regular,210,220,150,430,228,1436,229,63,142,457,87
916,40940,West,Major Market,Caffe Mocha,Beans,Espresso,California,Regular,110,160,30,270,121,712,169,110,26,290,143
951,40940,West,Major Market,Decaf Espresso,Beans,Espresso,California,Decaf,220,300,200,520,234,1282,311,77,202,545,109
949,40940,West,Major Market,Chamomile,Leaves,Herbal Tea,California,Decaf,80,120,100,200,95,809,137,26,100,232,37
714,40940,West,Major Market,Lemon,Leaves,Herbal Tea,California,Decaf,180,220,160,400,213,942,252,66,164,465,88
530,40940,West,Major Market,Mint,Leaves,Herbal Tea,California,Decaf,70,90,60,160,83,613,107,27,68,190,39
626,40940,West,Major Market,Darjeeling,Leaves,Tea,California,Regular,60,100,90,160,99,766,144,27,106,243,38
858,40940,West,Major Market,Earl Grey,Leaves,Tea,California,Regular,50,70,60,120,77,449,112,21,80,189,32
858,40940,West,Major Market,Green Tea,Leaves,Tea,California,Regular,40,80,50,120,75,549,114,24,58,189,56
909,40940,West,Major Market,Amaretto,Beans,Coffee,California,Regular,130,30,-20,160,104,685,28,33,-27,132,55
415,40940,West,Major Market,Colombian,Beans,Coffee,California,Regular,320,480,360,800,258,2067,387,90,245,645,142
818,40940,West,Major Market,Decaf Irish Cream,Beans,Coffee,California,Decaf,180,-30,-110,150,148,1071,-26,48,-117,122,91
702,40940,West,Small Market,Caffe Latte,Beans,Espresso,Nevada,Regular,0,40,30,40,0,774,43,0,31,43,12
775,40940,West,Small Market,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,30,20,40,18,818,27,5,10,45,17
775,40940,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,10,30,20,40,19,774,28,5,11,47,17
702,40940,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,40,20,70,28,961,35,8,6,63,29
775,40940,West,Small Market,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,100,150,40,250,121,712,169,110,26,290,143
775,40940,West,Small Market,Lemon,Leaves,Herbal Tea,Nevada,Decaf,120,190,120,310,148,844,206,48,115,354,91
702,40940,West,Small Market,Mint,Leaves,Herbal Tea,Nevada,Decaf,80,140,110,220,104,596,150,33,94,254,56
775,40940,West,Small Market,Darjeeling,Leaves,Tea,Nevada,Regular,150,220,150,370,234,1282,311,77,202,545,109
702,40940,West,Small Market,Earl Grey,Leaves,Tea,Nevada,Regular,150,160,100,310,228,1436,229,63,142,457,87
702,40940,West,Small Market,Green Tea,Leaves,Tea,Nevada,Regular,150,-150,-220,0,240,1937,-240,91,-342,23,125
775,40940,West,Small Market,Colombian,Beans,Coffee,Nevada,Regular,40,50,10,90,33,193,41,12,-5,74,46
503,40940,West,Small Market,Caffe Latte,Beans,Espresso,Oregon,Regular,50,70,20,120,59,331,73,22,18,132,55
541,40940,West,Small Market,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,80,50,130,60,329,80,19,33,140,47
971,40940,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,160,160,100,320,170,1073,170,47,99,340,71
971,40940,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,60,100,70,160,52,357,76,16,38,128,38
971,40940,West,Small Market,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,50,50,70,33,772,48,9,28,81,20
541,40940,West,Small Market,Lemon,Leaves,Herbal Tea,Oregon,Decaf,30,50,30,80,44,618,56,14,30,100,26
541,40940,West,Small Market,Darjeeling,Leaves,Tea,Oregon,Regular,10,20,20,30,22,452,34,6,17,56,17
971,40940,West,Small Market,Earl Grey,Leaves,Tea,Oregon,Regular,50,80,50,130,80,640,120,26,62,200,58
503,40940,West,Small Market,Green Tea,Leaves,Tea,Oregon,Regular,50,90,60,140,86,490,120,26,71,206,49
971,40940,West,Small Market,Amaretto,Beans,Coffee,Oregon,Regular,60,100,40,160,54,427,75,49,-4,129,79
503,40940,West,Small Market,Colombian,Beans,Coffee,Oregon,Regular,80,110,50,190,65,392,90,21,25,155,65
360,40940,West,Small Market,Caffe Latte,Beans,Espresso,Washington,Regular,40,60,40,100,48,617,62,15,35,110,27
253,40940,West,Small Market,Caffe Mocha,Beans,Espresso,Washington,Regular,50,60,20,110,53,306,65,20,12,118,53
509,40940,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,60,80,60,140,70,957,84,21,41,154,43
206,40940,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,110,160,60,270,92,541,128,83,15,220,113
206,40940,West,Small Market,Chamomile,Leaves,Herbal Tea,Washington,Decaf,110,170,120,280,130,945,195,42,121,325,74
509,40940,West,Small Market,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,50,50,80,38,772,56,10,34,94,22
360,40940,West,Small Market,Darjeeling,Leaves,Tea,Washington,Regular,40,70,40,110,65,372,109,20,66,174,43
206,40940,West,Small Market,Earl Grey,Leaves,Tea,Washington,Regular,30,60,40,90,56,382,81,17,41,137,40
253,40940,West,Small Market,Green Tea,Leaves,Tea,Washington,Regular,40,60,10,100,65,513,90,58,3,155,87
509,40940,West,Small Market,Colombian,Beans,Coffee,Washington,Regular,70,100,70,170,58,331,84,18,44,142,40
720,40969,Central,Major Market,Amaretto,Beans,Coffee,Colorado,Regular,90,130,100,220,87,756,126,24,90,213,36
970,40969,Central,Major Market,Colombian,Beans,Coffee,Colorado,Regular,80,120,90,200,84,603,109,27,69,193,40
720,40969,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,140,110,240,95,799,139,26,101,234,38
720,40969,Central,Major Market,Green Tea,Leaves,Tea,Colorado,Regular,30,50,30,80,43,613,55,14,29,98,26
719,40969,Central,Major Market,Caffe Mocha,Beans,Espresso,Colorado,Regular,90,140,110,230,81,441,117,22,84,198,33
970,40969,Central,Major Market,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,130,80,210,72,541,108,23,54,180,54
719,40969,Central,Major Market,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,130,150,100,280,162,1059,163,45,94,325,69
970,40969,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,70,20,110,52,421,73,47,-4,125,77
720,40969,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Decaf,40,70,40,110,57,323,77,18,31,134,46
970,40969,Central,Major Market,Darjeeling,Leaves,Tea,Colorado,Regular,40,70,20,110,58,325,71,22,16,129,55
303,40969,Central,Major Market,Earl Grey,Leaves,Tea,Colorado,Regular,50,60,30,110,62,952,73,19,32,135,41
217,40969,Central,Major Market,Colombian,Beans,Coffee,Illinois,Regular,160,220,140,380,154,829,213,50,119,367,94
630,40969,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,110,170,120,280,109,585,158,34,102,267,56
312,40969,Central,Major Market,Caffe Mocha,Beans,Espresso,Illinois,Regular,280,380,260,660,243,1260,324,80,211,567,113
773,40969,Central,Major Market,Decaf Espresso,Beans,Espresso,Illinois,Decaf,270,290,200,560,239,1417,239,66,148,478,91
224,40969,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,110,90,180,87,756,126,24,91,213,35
630,40969,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,90,60,160,84,603,109,27,70,193,39
773,40969,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,120,100,200,95,799,139,26,102,234,37
815,40969,Central,Major Market,Darjeeling,Leaves,Tea,Illinois,Regular,60,110,80,170,81,441,117,22,84,198,33
773,40969,Central,Major Market,Earl Grey,Leaves,Tea,Illinois,Regular,60,90,40,150,72,541,108,23,53,180,55
712,40969,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,10,30,20,40,18,816,27,5,10,45,17
641,40969,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,20,40,20,60,28,958,35,8,6,63,29
563,40969,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,30,20,50,23,617,31,7,12,54,19
712,40969,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,10,30,20,40,16,772,25,4,9,41,16
563,40969,Central,Small Market,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,50,40,50,0,731,43,0,32,43,11
641,40969,Central,Small Market,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,290,210,490,243,1260,324,80,212,567,112
319,40969,Central,Small Market,Lemon,Leaves,Herbal Tea,Iowa,Decaf,90,140,110,230,109,585,158,34,102,267,56
515,40969,Central,Small Market,Darjeeling,Leaves,Tea,Iowa,Regular,200,220,140,420,239,1417,239,66,148,478,91
515,40969,Central,Small Market,Earl Grey,Leaves,Tea,Iowa,Regular,210,270,160,480,245,1369,301,93,175,546,126
573,40969,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,90,100,40,190,85,476,104,32,39,189,65
573,40969,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,70,100,60,170,74,949,89,22,45,163,44
573,40969,Central,Small Market,Green Tea,Leaves,Tea,Missouri,Regular,20,40,0,60,33,190,42,12,-4,75,46
573,40969,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,50,90,70,140,49,809,72,13,47,121,25
660,40969,Central,Small Market,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,80,60,130,48,766,70,13,45,118,25
816,40969,Central,Small Market,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,30,60,10,90,44,251,63,40,-6,107,69
636,40969,Central,Small Market,Lemon,Leaves,Herbal Tea,Missouri,Decaf,70,20,-10,90,88,715,18,27,-32,106,50
417,40969,Central,Small Market,Darjeeling,Leaves,Tea,Missouri,Regular,30,40,10,70,36,187,49,11,11,85,38
417,40969,Central,Small Market,Earl Grey,Leaves,Tea,Missouri,Regular,20,40,0,60,33,162,42,12,-3,75,45
937,40969,Central,Major Market,Amaretto,Beans,Coffee,Ohio,Regular,60,80,50,140,57,323,77,18,32,134,45
740,40969,Central,Major Market,Colombian,Beans,Coffee,Ohio,Regular,50,70,40,120,49,351,72,15,35,121,37
513,40969,Central,Major Market,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,50,80,20,130,52,421,73,47,-4,125,77
513,40969,Central,Major Market,Darjeeling,Leaves,Tea,Ohio,Regular,70,110,60,180,84,632,126,27,68,210,58
513,40969,Central,Major Market,Earl Grey,Leaves,Tea,Ohio,Regular,70,110,70,180,89,481,125,27,74,214,51
234,40969,Central,Major Market,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,90,40,150,58,325,71,22,15,129,56
513,40969,Central,Major Market,Caffe Mocha,Beans,Espresso,Ohio,Regular,180,200,130,380,162,1059,163,45,94,325,69
234,40969,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,10,30,30,40,21,449,32,5,15,53,17
740,40969,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,40,40,60,32,813,47,8,28,79,19
262,40969,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,50,70,30,120,54,301,66,20,13,120,53
262,40969,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,100,130,30,230,95,532,132,86,17,227,115
414,40969,Central,Small Market,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,110,70,190,80,415,108,26,55,188,53
414,40969,Central,Small Market,Darjeeling,Leaves,Tea,Wisconsin,Regular,40,70,40,110,52,376,77,16,38,129,39
920,40969,Central,Small Market,Earl Grey,Leaves,Tea,Wisconsin,Regular,50,80,10,130,63,506,87,57,1,150,86
715,40969,Central,Small Market,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,80,60,130,49,611,63,16,34,112,29
715,40969,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,80,100,60,180,71,950,84,22,41,155,43
262,40969,Central,Small Market,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,50,90,70,140,62,346,105,19,63,167,42
715,40969,Central,Small Market,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,40,60,50,100,49,767,72,13,47,121,25
959,40969,East,Small Market,Darjeeling,Leaves,Tea,Connecticut,Regular,50,80,60,130,49,809,72,13,47,121,25
860,40969,East,Small Market,Green Tea,Leaves,Tea,Connecticut,Regular,20,40,30,60,25,769,37,7,18,62,19
860,40969,East,Small Market,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,70,40,120,53,299,71,17,26,124,45
